관리_건축물대장_PK,관리_상위_건축물대장_PK,새주소_지상지하_코드,주소,동명칭,호_명,층_구분_코드_x,층_구분_코드_y,층_번호,면적
11500-100220141,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,308,지상,20.0,2,2.83
11500-100220143,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,312,지상,20.0,2,6.22
11500-100220145,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,313,지상,20.0,2,3.43
11500-100220148,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,307,지상,20.0,2,6.18
11500-100220149,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,305,지상,20.0,2,3.4
11500-100204409,11500-100202524,지상,서울특별시 강서구 수명로 68-35,,102-1호,지상,40.0,1,5.6
11710-100214649,11710-100214632,지상,서울특별시 송파구 올림픽로 99,147동,1001,지상,40.0,0,16.991
11710-100224338,11710-16738,지상,서울특별시 송파구 올림픽로 212,,지하136-22,지하,20.0,1,43.411
11710-100236332,11710-100236330,지상,서울특별시 송파구 백제고분로12길 11-17,,202,지상,20.0,0,53.38
11710-100236691,11710-100236689,지상,서울특별시 송파구 백제고분로46길 31-11,,201,지상,40.0,0,26.5968
11680-48450,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,1301호,지상,20.0,5,30.55
11500-100195128,11500-100195124,지상,서울특별시 강서구 초록마을로8길 43,,203호,지상,40.0,0,39.98
11710-100213900,11710-100213894,지상,서울특별시 송파구 올림픽로 99,120동,1701,지상,40.0,0,2.6094
11680-48579,11680-1511,지상,서울특별시 강남구 압구정로 151,105,205호,지상,20.0,4,5.14
11680-48550,11680-1510,지상,서울특별시 강남구 압구정로 151,101,1102호,지상,20.0,4,6.24
11680-48495,11680-1510,지상,서울특별시 강남구 압구정로 151,101,402호,지상,20.0,2,48.49
11680-48494,11680-1510,지상,서울특별시 강남구 압구정로 151,101,307호,지상,20.0,5,33.07
11680-48413,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,902호,지상,20.0,3,38.68
11680-48632,11680-1511,지상,서울특별시 강남구 압구정로 151,105,1201호,지상,20.0,4,7.78
11710-100214242,11710-100214161,지상,서울특별시 송파구 올림픽로 99,131동,2402,지상,40.0,0,8.69
11710-100214610,11710-100214579,지상,서울특별시 송파구 올림픽로 99,171동,1601,지상,20.0,3,88.74
11710-100226841,11710-100226773,지상,서울특별시 송파구 중대로 109,,201,지상,20.0,10,284.1
11710-100222065,11710-100222040,지상,서울특별시 송파구 올림픽로 435,222동,1301,지상,20.0,0,14.27
11680-42986,11680-1318,지상,서울특별시 강남구 논현로 218,1,108호,지상,40.0,0,36.91
11710-100224339,11710-16738,지상,서울특별시 송파구 올림픽로 212,,지하136-23,지하,20.0,1,30.196
11710-100224337,11710-16738,지상,서울특별시 송파구 올림픽로 212,,지하136-19,지하,20.0,1,57.682
11710-100224336,11710-16738,지상,서울특별시 송파구 올림픽로 212,,지하136-17,지하,20.0,1,71.013
11500-100215276,11500-100215273,지상,서울특별시 강서구 곰달래로27길 84,금강파크빌 B동,301,지상,40.0,0,47.27
11500-100216369,11500-100216360,지상,서울특별시 강서구 월정로32길 61,,501,지상,10.0,1,45.9375
11680-58658,11680-4242,지상,서울특별시 강남구 언주로 427,,407호,지상,20.0,4,144.0
11710-100217796,11710-100217734,지상,서울특별시 송파구 올림픽로 435,315동,1602,지상,20.0,1,61.77
11710-100213530,11710-100213517,지상,서울특별시 송파구 올림픽로 99,109동,701,지상,10.0,1,4.8472
11680-48445,11680-1500,지상,서울특별시 강남구 압구정로11길 17,2,1106호,지상,20.0,3,44.8
11500-100220147,11500-100220139,지상,서울특별시 강서구 양천로 551-17,,309,지상,20.0,2,35.43
11680-48528,11680-1510,지상,서울특별시 강남구 압구정로 151,101,304호,지상,20.0,3,35.29
11500-100197015,11500-100197013,지상,서울특별시 강서구 곰달래로15가길 45,,201호,지상,10.0,2,10.86
11500-100224569,11500-100224560,지상,서울특별시 강서구 강서로45다길 7,102동,401호,지상,40.0,0,2.57
11710-100221753,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,103,지상,20.0,2,126.29
11500-100217566,11500-100217557,지상,서울특별시 강서구 우장산로16길 8,,402,지상,40.0,0,1.32
11500-100224297,11500-100224279,지상,서울특별시 강서구 공항대로 653-5,,208호,지상,20.0,1,88.3
11710-100226839,11710-100226773,지상,서울특별시 송파구 중대로 109,,101,지상,20.0,1,2.015
11710-100226838,11710-100226773,지상,서울특별시 송파구 중대로 109,,B101,지하,20.0,1,0.435
11710-100213803,11710-100213736,지상,서울특별시 송파구 올림픽로 99,102동,1703,지상,40.0,0,2.6094
11710-100232439,11710-100232437,지상,서울특별시 송파구 백제고분로42길 13-15,,202,지상,40.0,0,24.82
11500-100196837,11500-100196833,지상,서울특별시 강서구 강서로18길 62-28,애플시티,302호,지상,40.0,0,13.41
11500-100217785,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,813,지상,40.0,0,1.71
11500-100217783,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,815,지상,40.0,0,19.78
11500-100217782,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,811,지상,40.0,0,1.83
11500-100217766,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,707,지상,40.0,0,168.19
11500-100217765,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,705,지상,40.0,0,125.02
11500-100217764,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,702,지상,40.0,0,11.55
11500-100217733,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,409,지상,40.0,0,18.87
11500-100217732,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,410,지상,40.0,0,25.38
11500-100217731,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,411,지상,40.0,0,1.74
11500-100217805,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,1004,지상,40.0,0,26.61
11500-100217804,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,1002,지상,40.0,0,19.78
11500-100217803,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,1001,지상,40.0,0,1.83
11500-100217802,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,904,지상,40.0,0,19.78
11500-100217801,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,905,지상,40.0,0,26.61
11500-100217800,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,902,지상,40.0,0,1.83
11500-100217798,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,908,지상,40.0,0,19.78
11500-100217797,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,909,지상,40.0,0,1.83
11500-100217796,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,910,지상,40.0,0,24.84
11500-100217795,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,911,지상,40.0,0,18.46
11500-100217794,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,912,지상,40.0,0,1.71
11500-100217793,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,913,지상,40.0,0,24.84
11500-100217792,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,914,지상,40.0,0,18.46
11500-100217791,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,915,지상,40.0,0,1.71
11500-100217790,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,901,지상,40.0,0,18.46
11500-100217789,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,806,지상,40.0,0,24.84
11500-100217788,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,808,지상,40.0,0,1.71
11500-100217787,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,810,지상,40.0,0,24.84
11500-100217786,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,812,지상,40.0,0,18.46
11500-100217784,11500-100217717,지상,서울특별시 강서구 공항대로 18-1,,814,지상,40.0,0,26.61
11500-100195673,11500-100195670,지상,서울특별시 강서구 초록마을로2길 7-5,A동,202호,지상,20.0,0,41.3385
11500-100209595,11500-100209588,지상,서울특별시 강서구 금낭화로7길 39,,402,지상,40.0,0,45.51
11680-58559,11680-2367,지상,서울특별시 강남구 테헤란로79길 42,101동,701,지상,20.0,1,48.0
11500-100200094,11500-100200093,지상,서울특별시 강서구 강서로26길 5-10,아성 위너스빌,101호,지상,40.0,1,27.7141
11500-100216466,11500-100216459,지상,서울특별시 강서구 공항대로65길 50,,401,지상,40.0,0,12.11
11500-100201509,11500-100201504,지상,서울특별시 강서구 가로공원로80가길 17,NK쉐르빌,302호,지상,40.0,0,10.84
11710-100221751,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,101,지상,20.0,2,140.69
11710-100221775,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,701,지상,10.0,1,40.64
11710-100221821,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1803,지상,10.0,1,24.44
11710-100221841,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2303,지상,40.0,0,45.378
11710-100221787,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1001,지상,20.0,1,24.16
11710-100221826,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1904,지상,10.0,1,25.17
11710-100221777,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,703,지상,10.0,1,40.2
11710-100221778,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,704,지상,10.0,1,40.2
11710-100221783,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,901,지상,20.0,1,36.78
11710-100221824,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1902,지상,10.0,1,25.17
11710-100221825,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1903,지상,10.0,1,25.17
11710-100221785,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,903,지상,20.0,1,23.12
11710-100221786,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,904,지상,20.0,1,25.21
11710-100221788,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1002,지상,20.0,1,23.64
11710-100221791,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1101,지상,20.0,1,21.63
11710-100221793,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1103,지상,20.0,1,23.86
11710-100221772,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,602,지상,10.0,1,55.99
11710-100221771,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,601,지상,10.0,1,55.94
11710-100221755,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,201,지상,20.0,2,137.02
11710-100221844,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2402,지상,20.0,1,15.825
11710-100221795,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1201,지상,20.0,1,23.09
11710-100221796,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1202,지상,20.0,1,20.59
11710-100221801,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1303,지상,20.0,2,79.34
11710-100221803,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1401,지상,20.0,3,88.09
11710-100221805,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1403,지상,20.0,3,79.07
11710-100221806,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1404,지상,20.0,3,79.34
11710-100221807,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1501,지상,20.0,3,85.79
11710-100221808,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1502,지상,20.0,4,88.09
11710-100221811,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1601,지상,20.0,4,79.34
11710-100221812,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1602,지상,20.0,4,85.79
11710-100221790,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1004,지상,20.0,1,26.79
11710-100221784,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,902,지상,20.0,1,29.45
11710-100221773,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,603,지상,10.0,1,41.73
11710-100221819,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1801,지상,10.0,1,35.06
11710-100221843,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2401,지상,40.0,0,106.907
11710-100221758,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,204,지상,20.0,3,126.29
11710-100221782,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,804,지상,20.0,1,32.38
11710-100221798,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1204,지상,20.0,2,88.09
11710-100221756,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,202,지상,20.0,3,140.69
11710-100221834,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2104,지상,20.0,0,120.28
11710-100221839,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2301,지상,20.0,0,449.28
11710-100221764,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,402,지상,20.0,4,126.72
11710-100221761,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,303,지상,20.0,4,140.69
11710-100221822,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1804,지상,10.0,1,25.45
11710-100221856,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2702,지상,20.0,1,25.092
11710-100221760,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,302,지상,20.0,3,137.02
11710-100221776,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,702,지상,10.0,1,40.2
11710-100221827,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2001,지상,10.0,1,195.73
11710-100221809,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1503,지상,20.0,4,80.44
11710-100221799,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1301,지상,20.0,2,80.44
11710-100221838,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2204,지상,20.0,0,413.61
11710-100221855,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2701,지상,40.0,0,169.518
11710-100221780,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,802,지상,10.0,1,312.62
11710-100221759,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,301,지상,20.0,3,126.72
11710-100221763,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,401,지상,20.0,4,126.29
11710-100221754,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,104,지상,20.0,2,126.72
11710-100221752,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,102,지상,20.0,2,128.47
11710-100221757,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,203,지상,20.0,3,128.47
11710-100221842,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2304,지상,20.0,1,6.733
11710-100221835,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2201,지상,20.0,0,283.34
11710-100221762,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,304,지상,20.0,4,128.47
11710-100221823,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1901,지상,10.0,1,25.17
11710-100221804,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1402,지상,20.0,3,80.44
11710-100221794,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1104,지상,20.0,1,24.59
11710-100221853,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,2603,지상,40.0,0,156.059
11710-100221820,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1802,지상,10.0,1,26.13
11710-100221765,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,403,지상,20.0,4,137.02
11710-100221810,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1504,지상,20.0,4,79.07
11710-100221818,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1704,지상,10.0,1,35.02
11710-100221800,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,1302,지상,20.0,2,79.07
11710-100221779,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,801,지상,10.0,1,40.2
11710-100221774,11710-100221750,지상,서울특별시 송파구 올림픽로 435,305동,604,지상,10.0,1,39.04
11620-37003,11620-761,지상,서울특별시 관악구 봉천로55길 19,나동,3층1호,지상,10.0,1,19.98
11680-58654,11680-4242,지상,서울특별시 강남구 언주로 427,,2609호,지상,40.0,0,61.85
11710-100218675,11710-100218535,지상,서울특별시 송파구 올림픽로 435,211동,3504,지상,20.0,1,47.463
11545-100185785,11545-100181984,지상,서울특별시 금천구 가산디지털2로 14,대륭테크노타운12차,322-1,지상,10.0,0,8.221
11710-100222159,11710-100222107,지상,서울특별시 송파구 올림픽로 435,229동,1304,지상,20.0,0,48.2
11500-100195639,11500-100195633,지상,서울특별시 강서구 초록마을로4길 12,한울자이빌,302호,지상,10.0,1,38.744
11500-100195703,11500-100195702,지상,서울특별시 강서구 강서로26길 61,토석 아네스빌,101호,지상,40.0,0,7.6654
11500-100196774,11500-100196769,지상,서울특별시 강서구 까치산로14가길 14,뉴파인빌,302호,지상,40.0,0,10.09
11500-100225703,11500-100225693,지상,서울특별시 강서구 양천로30길 92,104동,602,지상,40.0,0,2.4
11500-100200140,11500-100200139,지상,서울특별시 강서구 화곡로24길 66-19,드림빌,101호,지상,40.0,1,7.2832
11500-100200141,11500-100200139,지상,서울특별시 강서구 화곡로24길 66-19,드림빌,201호,지상,40.0,1,17.3669
11500-100200142,11500-100200139,지상,서울특별시 강서구 화곡로24길 66-19,드림빌,301호,지상,40.0,1,28.5252
11500-100200143,11500-100200139,지상,서울특별시 강서구 화곡로24길 66-19,드림빌,401호,지상,40.0,1,16.5399
11500-100200144,11500-100200139,지상,서울특별시 강서구 화곡로24길 66-19,드림빌,501호,지상,40.0,1,6.9365
11710-100236626,11710-100236457,지상,서울특별시 송파구 송파대로28길 43,송파KCC웰츠타워,1405,지상,10.0,4,2.0013
11500-100201511,11500-100201504,지상,서울특별시 강서구 가로공원로80가길 17,NK쉐르빌,401호,지상,40.0,0,10.84
11500-100198624,11500-100198620,지상,서울특별시 강서구 곰달래로31길 38,,202호,지상,40.0,0,6.96
11500-100220107,11500-100220099,지상,서울특별시 강서구 까치산로4길 38,,303,지상,20.0,1,40.71
11710-100230494,11710-100180875,지상,서울특별시 송파구 올림픽로35가길 10,,118,지상,20.0,1,59.87
11500-100196781,11500-100196778,지상,서울특별시 강서구 곰달래로45길 63,경인스위트홈,201호,지상,10.0,1,4.85
11500-100195698,11500-100195693,지상,서울특별시 강서구 초록마을로2길 7-7,,302호,지상,40.0,0,2.9943
11710-100211756,11710-100211731,지상,서울특별시 송파구 올림픽로 99,104동,1301,지상,40.0,0,8.72
11710-100211970,11710-100211890,지상,서울특별시 송파구 올림픽로 99,113동,2104,지상,40.0,0,20.62
11680-47648,11680-1466,지상,서울특별시 강남구 압구정로 113,28,1006호,지상,20.0,302,94.37
11710-100233648,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,804,지상,20.0,2,35.54
11710-100233694,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,1404,지상,20.0,1,51.3
11710-100233947,11710-100233901,지상,서울특별시 송파구 성내천로37길 37,102동,1203,지상,40.0,0,7.47
11710-100233946,11710-100233901,지상,서울특별시 송파구 성내천로37길 37,102동,1202,지상,40.0,0,7.19
11710-100233703,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,1508,지상,20.0,1,12.3
11710-100234143,11710-100234097,지상,서울특별시 송파구 성내천로37길 37,104동,1204,지상,20.0,1,2.22
11710-100234142,11710-100234097,지상,서울특별시 송파구 성내천로37길 37,104동,1201,지상,20.0,1,2.29
11710-100223926,11710-100223881,지상,서울특별시 송파구 올림픽로 435,304동,804,지상,20.0,1,9.14
11710-100233662,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,1007,지상,40.0,0,8.51
11710-100233663,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,1004,지상,40.0,0,4.25
11710-100233664,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,1003,지상,40.0,0,3.05
11710-100233646,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,807,지상,10.0,1,99.28
11710-100233647,11710-100233589,지상,서울특별시 송파구 성내천로37길 37,111동,803,지상,20.0,1,49.58
11710-100224017,11710-100223881,지상,서울특별시 송파구 올림픽로 435,304동,3103,지상,20.0,0,19.39
11710-100233814,11710-100233708,지상,서울특별시 송파구 성내천로37길 37,112동,1407,지상,20.0,1,35.53
11710-100234194,11710-100234150,지상,서울특별시 송파구 성내천로37길 37,105동,1104,지상,20.0,0,146.14
11710-100233865,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,802,지상,40.0,0,10.9
11710-100233866,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,901,지상,40.0,0,29.59
11710-100233867,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,902,지상,40.0,0,10.02
11710-100233868,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,903,지상,40.0,0,27.21
11710-100233869,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,904,지상,40.0,0,9.6
11710-100233870,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,905,지상,40.0,0,26.07
11710-100233871,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,1001,지상,40.0,0,12.29
11710-100233872,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,1005,지상,40.0,0,33.38
11500-100196982,11500-100196978,지상,서울특별시 강서구 까치산로17길 27,,302호,지상,10.0,1,9.69
11500-100196655,11500-100196653,지상,서울특별시 강서구 초록마을로19길 3,하나빌,202호,지상,20.0,3,26.88
11710-100233830,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,103,지상,10.0,0,26.07
11710-100233831,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,201,지상,20.0,0,12.29
11710-100233832,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,203,지상,10.0,0,34.92
11710-100233833,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,205,지상,10.0,0,30.84
11710-100233834,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,204,지상,20.0,0,11.36
11710-100233873,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,1004,지상,40.0,0,30.84
11710-100233874,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,1002,지상,40.0,0,11.36
11710-100233894,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,1405,지상,20.0,1,21.15
11710-100233895,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,1404,지상,20.0,1,21.96
11710-100233815,11710-100233708,지상,서울특별시 송파구 성내천로37길 37,112동,1401,지상,20.0,1,32.68
11710-100233816,11710-100233708,지상,서울특별시 송파구 성내천로37길 37,112동,1405,지상,20.0,1,31.3
11710-100233817,11710-100233708,지상,서울특별시 송파구 성내천로37길 37,112동,1501,지상,20.0,1,40.08
11710-100233934,11710-100233901,지상,서울특별시 송파구 성내천로37길 37,102동,902,지상,20.0,1,21.15
11710-100233935,11710-100233901,지상,서울특별시 송파구 성내천로37길 37,102동,903,지상,20.0,1,21.96
11710-100224022,11710-100223881,지상,서울특별시 송파구 올림픽로 435,304동,3204,지상,40.0,0,5.88
11710-100233854,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,605,지상,20.0,1,35.53
11710-100233855,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,602,지상,20.0,1,32.68
11710-100233856,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,701,지상,20.0,1,31.3
11710-100233857,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,705,지상,20.0,1,40.08
11710-100233858,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,702,지상,20.0,1,37.03
11710-100223914,11710-100223881,지상,서울특별시 송파구 올림픽로 435,304동,504,지상,20.0,1,32.22
11710-100233906,11710-100233901,지상,서울특별시 송파구 성내천로37길 37,102동,201,지상,40.0,0,7.19
11710-100233907,11710-100233901,지상,서울특별시 송파구 성내천로37길 37,102동,202,지상,40.0,0,7.47
11710-100233826,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,101,지상,10.0,0,29.59
11710-100233827,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,102,지상,20.0,0,10.02
11710-100233828,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,104,지상,10.0,0,27.21
11710-100233829,11710-100233825,지상,서울특별시 송파구 성내천로37길 37,101동,105,지상,20.0,0,9.6
11710-100234134,11710-100234097,지상,서울특별시 송파구 성내천로37길 37,104동,1001,지상,20.0,1,24.77
11710-100234135,11710-100234097,지상,서울특별시 송파구 성내천로37길 37,104동,1004,지상,20.0,1,23.93
11710-100234214,11710-100234195,지상,서울특별시 송파구 성내천로37길 37,106동,403,지상,20.0,1,44.41
11710-100233818,11710-100233708,지상,서울특별시 송파구 성내천로37길 37,112동,1503,지상,20.0,1,37.03
11545-100187109,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,1905,지상,20.0,0,54.61
11710-100234203,11710-100234195,지상,서울특별시 송파구 성내천로37길 37,106동,204,지상,40.0,0,33.22
11500-100217467,11500-100217457,지상,서울특별시 강서구 곰달래로29길 8,,402호,지상,40.0,0,1.63
11500-100219537,11500-100219531,지상,서울특별시 강서구 강서로45길 148-6,,402,지상,10.0,1,5.09
11500-100220083,11500-100220079,지상,서울특별시 강서구 가로공원로84길 23,,301,지상,20.0,1,6.25
11710-100213875,11710-100213841,지상,서울특별시 송파구 올림픽로 99,110동,1702,지상,40.0,0,8.2994
11545-100185637,11545-100185625,지상,서울특별시 금천구 가산디지털1로 226,에이스하이엔드타워5,104,지상,20.0,3,30.09
11545-100187121,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2002,지상,20.0,0,86.9
11545-100187120,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2004,지상,20.0,0,44.55
11545-100187119,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2006,지상,20.0,0,44.55
11545-100187118,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2008,지상,20.0,0,47.3
11545-100187117,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2010,지상,20.0,0,47.3
11545-100187116,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2011,지상,20.0,0,47.3
11545-100187115,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2012,지상,20.0,0,47.3
11545-100187114,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2009,지상,20.0,0,47.3
11545-100187113,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2007,지상,20.0,0,52.8
11545-100187112,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2005,지상,20.0,0,62.23
11545-100187111,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2003,지상,20.0,0,54.61
11545-100187110,11545-100186865,지상,서울특별시 금천구 가산디지털2로 53,한라시그마밸리,2001,지상,20.0,0,54.61
11500-100217885,11500-100217877,지상,서울특별시 강서구 초록마을로30길 15-4,,502,지상,40.0,0,32.72
11500-100224299,11500-100224279,지상,서울특별시 강서구 공항대로 653-5,,204호,지상,20.0,2,42.84
11710-100224892,11710-100224773,지상,서울특별시 송파구 양재대로72길 5,,101동 1501호,지상,10.0,1,0.94
